Prénom;2 ème prénom;3 ème prénom;DDN2012
Claudia;Isabel;;
Soraya;Raquel;;
Susana;Raquel;;
Pedro;Alejandro;;
Patricia;;;
Mauro;Andrés;;
Daniel;;;
Julie;;;
Luis;Miguel;;
Sohan;;;
Aislinn;Ilouka;Marie;
Ann;;;
Danielle;;;
Jean-Marc;Olivier;;
Yorick;Brian;Arthur;
Luz;Maribel;;
Mateo;;;
Pierre;Joseph;;
Walter;Ruben;;
Sara;Alexandra;;
Maria;Antónia;;
Hélio;Filipe;;
Luljete;;;
Ukshin;;;
Valdet;;;
Valton;;;
Sindy;Angélique;;
Alizée;;;
Annette;;;
Bastien;Bruno;François;
Didier;Marcel;;
Frédérique;;;
Jean-François;Michel;Yves;
Kailyn;;;
Laurent;Marcel;;
Lilio;;;
Michaël;Roger;;
Monique;Louise;;
Muriel;Jacqueline;;
Philippe;Grégoire;Gilbert;
Roman;;;
Roxane;;;
Fatima;;;
Chavelie;;;
Antoine;Simon;Pierre;
Hanane;;;
Gabrielle;Esther;Myriam;
Isis;Sarah;Solange;
Jonathan;Aaron;;
Giuseppina;;;
Heidi;Liliane;;
Michel;Frédéric;;
Olivier;;;
Sonja;;;
Yannick;;;
Lilia;Maxine;My-Tâm;
Mélanie;My-Lê;;
Agnès;Marie-Françoise;;
Muriel;Marie-Christine;;
Virginia;Carla;Noëlle;
Fabienne;Raffaela;;
Clara;Nina;;
Léa;Charlotte;;
Antonio;;;
Elise;Laurence;Sandra;
Esther;Séverine;;
Fabio;;;
Nives;;;
Emily;Jeanne;;
Karen;Lavinia;;
Manon;Armandine;;
Aliénor;;;
André;Maurice;;
Anne;Lise;;
Anne;Marie;;
Christine;;;
Claude;Alain;;
Danielle;Andrée;;
Véronique;Jeanne;;
Francky;;;
Hanna;;;
Jacqueline;Madeleine;;
Jean-Marie;;;
Mauricette;Lucienne;Marie-Louise;
Christine;Françoise;;
Pierre;André;Emile;
Pierre;Henri;;
Raymond;;;
Rosalie;;;
Sven;;;
Verena;;;
Catherine;;;
Charline;Louise;;
Jules;Arthur;;
Maeldan;Quentin;;
Sophie;Hélène;;
Arlindo;François;;
César;Augusto;;
Jérôme;Marie;Marc;
Thomas;Nicolas;René;
Jaspher;;;
Lewis;Esteban;;
Christopher;;;
Jemimah;;;
Alice;;;
Daisy;Marguerite;;
Didier;Georges;;
Georges;Alfred;;
Gerarda;de;Las;
Laurence;Anne;Marie;
Aydan;;;
Zahra;Kasem;;
Sbahat;;;
Amobi;Paulinus;;
Marco;Paulo;;
Alexandra;;;
Hanibal;;;
Osama;;;
Walid;Charaf;;
Clotilde;Auberée;;
Cosimo;Damiano;Antonio;
Rosaria;;;
Florence;;;
Laura;;;
Maurizio;;;
Philippe;André;;
Adrien;;;
Louis;Paul;Jacques;
Manon;Audrey;;
Tom;;;
Hugo;Jean-Claude;Luc;
Fanette;Jeanne;;
Andrea;Jean;;
Anissa;Josette;Zhora;
Elisabeth;Arlette;;
Fausto;Mario;;
Florian;;;
Jérémy;;;
Kira;Morgan;;
Marie;Claire;;
Myriam;Elisabeth;;
Robert;Georges;Charles;
Romina;Genny;Madeleine;
Rosa;Maria;Damasa;
Thomas;Paul;Kurt;
Valentine;;;
Alessandro;;;
Sophia;;;
Joaquim;;;
Chantal;Denise;Paule;
Rekan;;;
Alexandre;Mehdi;;
Isaline;Nigma;;
Soane;Lila;;
Oumaima;Hily;;
Sami;Bilal;;
Gabriela;Agnes;;
Tamara;Maïté;;
George;Vincent;;
Isabelle;;;
Ivan;Georges;;
Olaoluwa;Michel;;
Davide;Raffaele;;
Florian;Guillaume;;
Stéphanie;;;
George;;;
Matthias;;;
Amine;;;
Arij;;;
Badreddine;;;
Christelle;Emmanuelle;;
Elim;Nathanaël;;
Manuel;Bertram;;
Michaël;Jérémie;;
Timothé;Samuel;;
Carole;;;
Fiona;Lily;;
Francoise;Andrée;;
Ivann;Louis;;
Jean;Léon;;
Madeleine;Christiane;;
Marie;Louise;;
Vanessa;Déborah;;
William;Florian;;
Claude-Alain;;;
Ida;;;
Olivier;Thierry;;
Patricia;Fernande;;
Philippe;Jonathan;;
Vincent;;;
Emilie-Nehjma;;;
Vanda;;;
Adeline;Danièle;;
Adrien;Bruce;;
Alessandro;;;
Alexia;;;
Amaury;Pierre;Hubert;
Annie;Andrée;;
Carmen;Emma;;
Giulia;Andréa;;
Thibaud;Marcel;Etienne;
Charline;Antoinette;Hélène;
Elisa;;;
Gaël;Yves;;
Jean;Claude;André;
Jean;Claude;Armand;
Jeannine;Madeleine;;
Jérôme;Pascal;Jämes;
Kyllian;Jules;Thomas;
Pierre;Louis;;
Thibault;Nicolas;Jean;
Ursula;Marguerite;;
Virginie;Blanche;;
Yvonne;Ida;;
Amir;Hussein;;
Mahdi;;;
Mohammad;Taha;;
Parvana;;;
Wissam;;;
Aïcha;;;
Ghizlane;;;
Fabio;;;
Gabriel;;;
Tuenjai;;;
Viviane;Suzanne;;
Ali;Altay;;
Henriette;Myriam;Ernestine;
Baptiste;Eno;;
Paola;Maria;;
Pietro;Orazio;Raffaele;
Eva;;;
Latifa;;;
Sabine;;;
Salvatore;;;
Teo;;;
Jaële;;;
Pierik;;;
Elio;Nino;;
Olivia;;;
Agnès;Marie;Joséphine;
Amédée;Pascal;Jean;
Charles;Eric;Louis;
Constance;Alice;Mathilde;
François;Jean;Marie;
Henriette;Marie;Thérèse;
Emilia;;;
Mélanie;;;
Romeo;;;
Juliane;;;
Pauline;;;
Antonino;;;
Maria;Do;Carmo;
Paola;;;
Laurie;Pascale;;
Livio;Laurent;;
François;;;
Isaline;Virginie;;
Laurine;;;
Ludivine;Virginia;;
Marie-Louise;;;
Roselyne;;;
Fatou;Boro;;
Aram;;;
Kenny;Jean-Pierre;Serge;
Ndeye;;;
Birahim;;;
Alessandra;;;
Aimie;Louise;;
Coralie;Romane;Lara;
Cosette;Françoise;;
Cyril;Alexandre;;
Elsa;Nancy;;
Gaëlle;;;
Huguette;Thérèse;;
Irène;;;
Jean;;;
Jean;Paul;;
Josée;Christine;;
Juliette;Rose;;
Laure;Céline;;
Lorine;Alexia;Aline;
Lucien;;;
Matthieu;;;
Myriam;Teresa;;
Nicolas;;;
Paule;Elise;;
Rita;Elsa;;
Thaïs;Emilien;;
Valérie;Natacha;Sophie;
Juliette;Emilie;Marie;
Enzo;;;
Thiago;;;
Naomi;;;
Charlotte;;;
Joelvy;;;
Liliana;;;
Lucette;Antoinette;;
Raymond;;;
Siqi;;;
Caroline;;;
Eliane;Marie;Jeanne;
Ganaëlle;;;
Hélène;;;
Marxence;;;
Mélissa;;;
Ophélie;;;
Flavie;;;
Yayola;Inès;Joanie;
Elisa;;;
Nathalie;Joëlle;;
Willy;;;
Sabine;Brigitte;;
Eva;;;
Belen;Agostina;;
Myriam;Héloïse;Fatima;
Giannina;;;
Pasquale;;;
Santa;;;
Abdelghani;;;
Adam;;;
Agnes;;;
Anaïs;Aïcha;;
Fouad;;;
Kaouthar;;;
Malek;;;
Manêl;;;
Meya;;;
Rafik;;;
Ryan;;;
Yassine;;;
Sara;;;
Mehdi;;;
Alba;;;
Naomi;;;
Stéphane;Benjamin;;
Zully;Christie;;
Françoise;Marie-Thérèse;;
Emile;Clément;;
Michaël;;;
Annick;Gabrielle;Adrienne;
Tomás;;;
Martin;;;
Ewan;;;
Damien;;;
Gian-Fabio;;;
Irene;Ivonne;;
Ianis;;;
Ines;;;
Illissa;;;
Othman;;;
Carolina;;;
Pedro;Miguel;;
Joana;Raquel;;
Christophe;Laurent;;
Elena;;;
Elisa;;;
Emilie;;;
François;;;
Gaël;André;Léon;
Sandra;;;
Gaspard;;;
Isabelle;Chloe;Leonor;
Jean-Jacques;Léon;;
Jean-Paul;;;
Jeanine;Georgette;;
Laetitia;Sonia;Sandrine;
Léa;Juliette;;
León;Gaël;;
Madeleine;Marguerite;;
Marie;Françoise;;
Marie-Josephe;Léontine;;
Marlyse;Antoinette;;
Murielle;;;
Pierre-André;Georges;Joseph;
Vincent;Philippe;;
Martin;Louis;Paul;
Claudine;Odette;;
Emilio;Alberto;;
Milena;Cecilia;;
Sameh;;;
Alessia;Eugénie;;
Elisa;Adele;Andrée;
Frédéric;;;
Susan;Jane;;
Adrien;Frédéric;;
Etienne;;;
Léonard;;;
Margaux;;;
Marie-Estelle;;;
Nadine;Françoise;;
David;;;
Emilie;;;
Francine;;;
Matteo;Francesco;Giuseppe;
Ophelia;Elena;Rosalia;
Rewas;Ahmed;Fars;
Fatemeh;;;
Tshoke;;;
Ahmad;Rashid;;
Ahmad;Rohim;;
Elida;;;
Ghadir;;;
Luigino;;;
Maximiliano;Andres;;
Gabriel;David;;
Marcella;;;
Marija;Dragica;;
Raffaele;Luigi;;
Virginie;Estelle;;
Chiara;;;
Alexandre;Hermann;;
Claire;;;
Laura;;;
Virginie;Claudine;;
Michèle;;;
Noëlle;Emma;;
Pascal;Thierry;;
Giantina;;;
Benyounes;Saber;;
Ines;Sana;;
Rayan;Salem;;
Zohira;Camilla;;
Bernard;André;;
Nelda;;;
Pierre;André;;
Alessandro;;;
Matilde;;;
Lucas;Daniel;Claude;
Olivier;Rudolf;;
Romain;Sylvain;;
Alessandro;;;
Riccardo;;;
Blaise;;;
Hugo;Numa;;
Josef;Walter;;
Marie-Claude;;;
Viyan;;;
Kenan;;;
Sihame;;;
Alice;;;
André;René;;
Inoé;;;
Jack;Olivier;;
Jean;Louis;;
Jocelyne;Mireille;;
Joël;Bernard;;
Louise;Olga;;
Marie;José;;
Mathilda;Réjane;;
Maxime;;;
Sylvie;;;
Ulrike;Maria;Christine;
Yvan;François;Vojtech;
Jean-Marie;Michel;;
Jérôme;;;
Isabelle;;;
Clarisse;;;
Myriam;;;
Robert;Michel;;
Yvette;Marthe;;
Fiona;;;
Paul;Yann;Roland;
Dimitri;;;
Nicolas;;;
Paul;Eric;Louis;
Iris;;;
Cahline;;;
Véronique;Bernadette;;
Christian;;;
Lorenzo;;;
Enzo;Luciano;;
Klara;Lore;Ute;
Matteo;;;
Beatrice;;;
Fabrizio;Ciro;;
Daniel;Henri;;
Edwige;Françoise;Jeanne;
Tamara;;;
Alice;;;
Héloïse;;;
Marcelle-Fernande;;;
Matthieu;;;
Michel;;;
Nelly;Madeleine;;
Marc;Michel;Charles;
Alain;José;;
Anne-Françoise;;;
Astrid;Françoise;;
Béatrice;Marie;Thérèse;
Björn;;;
Blaise;Yvan;;
Bruno;;;
Andy;Maurille;;
Cédric;;;
Eliott;Tom;;
Elisabeth;Renée;Marie-Thérèse;
Jérôme;;;
Kathalyn;Fabienne;;
Kerria;Morgane;;
Laurent;Patrice;;
Léandre;;;
Margaux;Éireann;;
Marie;Madeleine;;
Mireille;Elise;;
Valentin;Emile;;
Céline;;;
Charles;;;
Charles;André;;
Christiane;Monique;;
Clara;Léa;Bac;
Delphine;;;
Helmut;Siegfried;Wolfgang;
Nicole;Fernande;;
Micheline;;;
Violette;Isabelle;;
Eric;;;
Fernande;Juliette;;
Florian;Henri;;
Gérard;Alphonse;Léon;
Ilda;Caroline;;
Jean-Jacques;Marcel;;
Jean-Louis;;;
Jean-Luc;;;
Jean-Marc;;;
Jean-Marc;Raymond;;
Jean-Pierre;;;
Jérôme;;;
Jessica;Mélodie;;
Josiane;Odette;;
Kenan;;;
Lana;;;
Lara;;;
Lara;Marie;Françoise;
Laurent;;;
Leïla;Delphine;;
Lucette;Marie;Madeleine;
Marguerite;Alice;;
Melle;;;
Monique;Christianne;;
Myriam;Chantal;;
Nicolas;;;
Niels;René;;
Oana-Nicoleta;;;
Patrick;;;
Philippe;;;
Pierre;Alain;;
Ruth;;;
Samantha;Ophélie;Olivia;
Sébastien;;;
Seda;Kiraz;;
Sophia;Zeynep;;
Marie-Josée;Evelyne;;
Sylviane;Françoise;;
Talyssa;Alessandra;;
Thomas;;;
Valentin;Simon;;
Valérie;;;
Valérie;;;
Virgile;Emmanuel;Hipolythe;
Yvan;Philippe;;
Yvette;Henriette;;
Estelle;;;
Mathilde;;;
Aboubakry;Mbissane;;
Darell;Magatte;;
Fatou;Dione;;
Modou;;;
Ndèye;Rokhaya;;
Lucile;Juliette;Héléna;
Abubakar;;;
Najia;;;
Antonino;;;
Danilo;;;
Denzia;;;
Serena;;;
Sabina;;;
Tahir;;;
Elisa;;;
Bibi;Mehzabine;;
Mohammad;Hayder;Ali;
Mohummud;Ackbarally;;
Abdelmajid;;;
Elaa;;;
Lyna;;;
Oussema;;;
Axel;;;
Quentin;;;
Alexei;;;
David;;;
Mathieu;Julien;;
Roland;;;
Elodie;Aurore;;
Marie-Eve;;;
Mathieu;;;
Guy;Paul;;
Berta;Margrit;;
Isabelle;Réjane;;
Jacqueline;Hélène;;
Jean-Noël;;;
Méline;Auriane;;
Quentin;Johan;;
Tiliane;Léonore;;
Valérie;Suzanne;;
Isabelle;Marie;;
Marc;Martin;Jean;
Pierre;Louis;;
Laura;;;
Roland;;;
Suzanne;Marie;Charlotte;
Bernat;;;
Laura;Arlette;Jeannine;
Saïd;;;
Sohan;;;
Amélie;;;
Nicole;;;
Pierre;Guido;;
Pierrette;Marceline;;
Sylvain;Jérémie;;
Linda;Dalida;;
Morgan;;;
Nadir;Jakob;;
Isabella;Maria;;
Luigi;Andréa;;
Tania;;;
Célia;Maria;;
Alison;;;
Catherine;;;
Elise;Emmanuelle;Nadine;
Gaëlle;Isabelle;;
Joanne;Emmanuelle;;
Lucie;Mathilde;;
Martine;;;
Maxime;Christian;;
Quentin;;;
Amélia;Anaïs;;
Jade;;;
Francine;;;
Jean-Marc;;;
Juliane;;;
Nicolas;;;
Romane;;;
Silouane;;;
Jinfeng;;;
Stéphane;Robert;;
Btissam;;;
Claudine;Gabrielle;;
Mihaela-Maria;;;
Irina;;;
Jeanne;Anouck;;
Lionel;;;
Mathilde;;;
Philippe;Guillaume;Auguste;
Amara;;;
Iléane;;;
Priyani;Martina;;
Yodit;Aschenik;;
Nadine;Clotilde;Alice;
Eva;;;
Ali;;;
Atakan;;;
Fatma;;;
Ilayda;;;
Hocine;;;
Isaac;;;
Adil;;;
Amir;;;
Amra;;;
Dzenita;;;
Emin;;;
Hasib;;;
Hata;;;
Mehmed;;;
Meho;;;
Mina;;;
Sadina;;;
Sehra;;;
Sejda;;;
Sejda;;;
Véronique;Anne;;
Ana;;;
Isabelle;Sonya;;
Alea;;;
Alisia;;;
Arijana;;;
Julian;;;
Muharem;;;
Munavera;;;
Olta;;;
Shpetim;;;
Vjollca;;;
Mohammed;;;
Ahmed;;;
Inès;;;
Nour;;;
Noureddine;;;
Rana;;;
Tesnim;;;
Ossama;;;
Joël;;;
Marie;Madeleine;Lucienne;
Timothé;Jean;Charles;
Mirica;;;
Bertille;Catherine;Marie;
André;;;
Jessica;;;
Antonio;;;
Arthur;;;
João;;;
Ana;Maria;;
Diana;;;
José;António;;
Monique;Diana;;
Joana;Leite;;
Helena;Maria;;
Isabel;Maria;;
Andreia;Isabel;;
Catarina;;;
Adriana;;;
Fabiana;;;
Joel;;;
Liliana;;;
Luis;Armando;;
Lya;;;
Manuel;;;
Manuel;Bernardino;;
Maria;;;
Antonio;;;
Ruben;Abel;;
João;;;
Silvestre;;;
António;Carlos;;
Maria;;;
Thomas;;;
António;Filipe;;
Luís;Miguel;;
Hugo;André;;
Fernando;Manuel;;
Cauã;Guilherme;;
Lucas;Henrique;;
Luís;;;
Vera;Maria;;
Armando;;;
Vera;Lucia;;
Diego;João;;
Ilidio;;;
Jason;Savio;Jude;
Jony;;;
Léana;;;
Léane;;;
Leonor;Isabel;;
Lisandro;;;
Branca;Teresa;;
Mélanie;;;
Noah;Evan;;
Duarte;;;
Inês;;;
Fabien;;;
Fernando;Carlos;;
Leonardo;José;;
Mário;Samuel;;
Jonny;;;
Tatiana;;;
Carmina;;;
Maria;;;
Liliana;Isabel;;
Samuel;;;
Shannon;;;
Dave;;;
Julia;;;
Matilde;Isabel;;
Umbelina;Rosa;;
Joana;Sofia;;
Vanessa;Bernadette;;
Ângela;Júlia;;
Liliana;;;
Aliyah;;;
Maria;Isolina;;
Anaïs;;;
Anne;Cécile;;
Eiden;;;
Liam;;;
Axel;;;
José;Antonio;;
Fiona;;;
Benjamin;;;
Elizabeth;;;
Dolores;;;
Ermidas;;;
France;Andrée;Odette;
Laura;;;
Maria;Elizabet;;
Carlos;;;
Santiago;;;
Michelle;;;
Ivy;Martina;Gabriela;
Isidro;;;
Pablo;Gilles;;
Jazmin;Soledad;;
Julia;;;
Julien;Amador;Jean-Lucien;
Kenzo;;;
Leila;;;
Lila;;;
Lisa;;;
Loïc;;;
Ricardo;;;
Ludovic;;;
Alba;;;
Antonio;;;
Miguel;;;
Patricia;;;
Juan;Miguel;;
Ariana;Camila;;
Ruben;;;
Amada;Adriana;;
Sophia;;;
Lucas;;;
Hasna;Mary;;
Idhithi;Grace;;
Keethan;Dasnavis;;
Basil;Jean;;
Mélody;;;
Andrea;;;
Asia;;;
Clara;Jessika;;
Dolores;;;
Giuseppe;;;
Inaya;;;
Lorena;;;
Massimiliano;Fernando;Paolo;
Mercedes;Francia;;
Alex;;;
Domenica;;;
Benoît;Olivier;Marie;
Odile;;;
Baptiste;Antoine;;
Elodie;;;
Christophe;;;
Giovanni;Battista;;
Cynthia;;;
Cristian;Pascal;;
Julie;;;
Milan;;;
Osvaldo;;;
Sandro;;;
Amandine;;;
Axel;;;
Carmo;Betty;;
Clegan;;;
Daniela;;;
Emilie;;;
Fausta;Maria;Giulia;
Françoise;;;
Françoise;Henriette;Denise;
Katharina;Lydia;Martha;
Leandro;Daniele;Luigi;
Mélanie;;;
Natacha;;;
Olivier;Arnaud;;
Pascal;;;
Pierre;Dominique;;
Téo;;;
Yann;;;
Yannick;;;
Zoé;;;
Leya;Mama;;
Marc;Vincent;Olivier;
Safiatou;;;
Julien;;;
Massimo;;;
Sandra;;;
Laura;;;
Nathanaël;Yvon;;
Igor;Jorge;;
Yuri;David;;
Diego;;;
Louna;;;
Luca;;;
Nadia;;;
Arduino;Antonio;;
Caterina;;;
Marco;;;
Marlyse;Nelly;;
Agostinho;;;
Beatriz;;;
Jorge;Daniel;;
Kevin;;;
Maria;Manuela;;
Telmo;;;
Luís;Filipe;;
Ana;Paula;;
Maria;do;Céu;
Hélder;Manuel;;
Kelly;;;
Américo;Paulo;;
Maria;de;Fatima;
Lucas;;;
Bérénice;Imelda;Manuela;
Bruno;;;
Elisabete;Maria;;
Fanny;Altagracia;;
Joana;;;
Jonas;;;
Sheilla;Margarita;;
Pedro;Alexandre;;
Fernanda;;;
Mário;Paulo;;
Lucília;Rosa;;
Filipe;Manuel;;
Ruben;;;
Maria;Nazare;;
Cristiana;Raquel;;
Amadeu;;;
Carlos;Alberto;;
Horácio;;;
José;Carlos;;
Kevin;;;
Maria;Olimpia;;
Maria;de;Lurdes;
Maria;Idalina;;
Nuno;Filipe;;
Dorinda;;;
Yohan;;;
Carlos;Manuel;;
Maximino;;;
Elisa;Raquel;;
Carlos;Arlindo;;
Dina;Isabel;;
Mónica;Sofia;;
José;Manuel;;
Marcelo;;;
Ana;Rita;;
Carina;;;
Carla;Maria;;
Carla;Patricia;;
Clementina;Augusta;;
Mónica;Cristina;;
Ezequiel;;;
Filipe;;;
Jessica;;;
Marcelo;Filipe;;
Raquel;;;
Rui;;;
Vítor;Manuel;;
Filipe;;;
Maria;Helena;;
Nuno;Eduardo;;
Anabela;;;
David;;;
Paulo;Fernando;;
Leonida;da;Conceiçâo;
Mafalda;Patricia;;
João;Cláudio;;
Mario;;;
Mickaël;;;
Paulo;Jorge;;
André;;;
Maria;de;Fatima;
Iolanda;Marisa;;
Raquel;Patrícia;;
Ricardo;;;
Rosa;Maria;;
Sara;;;
Liliana;Catarina;;
Isabel;Maria;;
Ana;Rafaela;;
Nuno;Filipe;;
Maria;Celeste;;
Ezequiel;;;
Fabrício;Manuel;;
Manuel;;;
Sergio;Ricardo;;
José;Carlos;;
Alain;;;
Laura;Patricia;;
Sofia;Irene;;
Maria;Bernardina;;
Sabrina;;;
Sandro;;;
Silvio;;;
Ana;Paula;;
Mélanie;Glória;;
Lucia;;;
Joaquim;Belmiro;;
Lino;Miguel;;
Maria;Olímpia;;
Diogo;Tomé;;
José;;;
Bruno;Miguel;;
Ricardo;;;
Mário;;;
Dany;;;
Luis;;;
José;;;
José;Manuel;;
Paulo;Jorge;;
Jessica;;;
Michaël;;;
Carlos;Alberto;;
Anna;Lisa;;
Filomena;Rosa;;
Eloan;;;
Luana;;;
Soan;;;
Tania;;;
Carlos;Manuel;;
Gabriel;;;
Miguel;;;
Pedro;Miguel;;
Aïcha;;;
Fernanda;;;
Silvina;Maria;;
Vitor;Gaspar;;
Tiago;Miguel;;
Leandro;;;
Matilde;;;
Bruno;Raphael;;
Maria;da;Conceiçao;
Rui;Miguel;;
Vera;Luisa;;
Carlos;Manuel;;
Rui;Jorge;;
Hélder;Filipe;;
Isac;;;
Samuel;;;
Anabela;;;
Cristina;;;
Agostinha;;;
António;Manuel;;
Vânia;Patrícia;;
Maria;Gabriela;;
Dany;Alan;;
Johan;Joris;;
José;Carlos;;
Johanna;;;
Amélie;;;
Barbara;;;
Eduardo;;;
Lucien;;;
Flor;Daliza;;
Alfredo;;;
Caroline;Cécile;;
Claudia;Brigitte;;
Jean-Claude;;;
Josiane;Françoise;;
Nicolas;;;
Romain;;;
Suzanne;;;
Zehara;;;
Dalida;;;
Ersilio;;;
Marisa;Cristina;;
Francesca;;;
Lionel;Claude;Delphin;
Sylvie;Véronique;;
Dhouha;;;
Laila;;;
Mariam;;;
Donovan;Trésor;;
Isabelle;Annie;;
Alodia;;;
Freweini;;;
Amal;;;
Giacomo;;;
Gregorio;;;
Leonardo;;;
Rodolfo;;;
Claudia;;;
Alisa;;;
Amila;;;
Anisa;;;
Edin;;;
Ensar;;;
Nusret;;;
Sakib;;;
Sefija;;;
Karim;;;
Rim;;;
Luca;Gion;Mathieu;
Alice;;;
Linda;;;
Anne;Fabienne;Jeanne;
Anne-Marie;;;
Christiane;Marguerite;;
Daphné;;;
Eleonore;;;
Gisela;Henriette;Gertrude;
Jean;Daniel;;
Jules;;;
Laurent;;;
Nikola;;;
Françoise;Mary-Jeanne;;
Geneviève;;;
Célia;;;
Sofia;Johar;;
Julio;;;
Pascoal;;;
Susana;Cristina;;
Guillaume;Jean;Gérard;
Carine;Madelaine;;
Domenico;;;
Gérald;Pierre;;
Fabrice;;;
Francesca;;;
Paulo;Simão;;
Veronica;Sofia;;
Mathilde;Louise;;
Arnaud;Jonathan;Julien;
Héloïse;Margot;Emma;
Joséphine;Alice;Valentine;
Georgeta-Camelia;;;
Anna;;;
Maria;;;
Savino;;;
Savino;Jean-Pierre;Francesco;
Kevin;Yves;Alpoim;
Sebastian;Krzysztof;;
Fiorella;;;
Giuliana;;;
José;Roberto;;
Carlos;Manuel;;
Débora;;;
Bruna;Liliana;;
Lisa;;;
Maria;Fernanda;;
Maria;Albertina;;
Ana;Paula;;
Noedy;Alexander;;
Oliver;Cristhian;;
Ronny;Javier;;
Daniel;;;
Ouiame;;;
Hélder;António;;
Bernardo;;;
Sasa;;;
Zhivana;;;
Michel;André;;
Tatiana;;;
Anna;Rita;;
Giovanni;;;
Olivia;;;
Andrea;Saverio;;
Angelo;Antonio;;
Daniele;Alfredo;;
Simone;Nicola;;
Félix;;;
Roger;;;
Téo;;;
Filmon;Belie;Habtesillasie;
António;;;
Laura;;;
Marie;Sylvie;;
Bruno;Marie;;
Elisabeth;Madeleine;Marie;
Marion;;;
Daniel;Andreas;;
Nataliia;;;
Sofiia;;;
Daniel;Philippe;;
Nicolas;;;
Marine;Julie;Charlotte;
Francisco;;;
Gianmarco;;;
Heinz;Emil;;
Jérôme;;;
Gina;Anna;;
Ahimsha;;;
Ilona;;;
Shirley;Andrea;;
Antonina;;;
Cristina;;;
Luigi;Vincenzo;;
Sarah;;;
Teresa;;;
Patrick;;;
Francisco;;;
Nevio;;;
Rosy;Anouk;;
Evi;;;
Julien;Giorgio;;
Léa;;;
Mylès;;;
Romy;;;
Alessandra;;;
Jean-Baptiste;;;
Önder;;;
Amir;;;
Lotti;;;
Neshat;;;
Eric;Didier;;
Adam;;;
Adeline;;;
Adriana;Donata;;
Alain;Francois;Alexis;
Alain;Roger;;
Alexandre;;;
Alexandre;;;
Anne-Lise;;;
Anne-Lise;;;
Annette;;;
Bénédicte;Georgette;Anne;
Bernard;Alfred;;
Cédric;;;
Chloé;;;
Christine;;;
David;Arthur;;
Denise;Esther;;
Diana;;;
Diego;;;
Ethan;;;
Florian;;;
Georg;;;
Irène;Elsa;;
Julian;Benedikt;;
Kévin;;;
Laura;Marie-Thérèse;;
Leïa;;;
Liam;;;
Liliane;Renée;;
Maëlys;;;
Monia;Maruthany;;
Owen;;;
Patric;;;
Patrick;;;
Paul;;;
Pierre;André;;
Raphaël;;;
Raphaël;;;
Rudolf;;;
Ryan;;;
Sarah;Gabrielle;Ruth;
Thierry;Marc;;
Timeo;;;
Victoria;;;
Yann;;;
Haben;;;
Bashay;;;
Martha;;;
Anna;;;
David;;;
Yuliia;;;
Yohannes;;;
Esrom;;;
Josef;;;
Lidya;;;
Liya;;;
Msgana;;;
Winta;;;
Yohannes;;;
Alex;Alfred;Mardoché;
Genet;;;
Sarah;Rahel;;
Anouk;Liliane;;
Maria;Rosaria;;
Alexander;Francis;;
Claire;Valérie;;
Daisy;Anne;Marie;
Gilbert;René;Jacques;
Hilary;Anna-Lisa;Marie;
Michelle;;;
Patrick;;;
Thérèse;Cécile;;
Thierry;Felix;;
Yvonne;;;
Susanne;Katrin;;
Daniela;;;
Anita;;;
Roxane;Marie;Colette;
Salomé;Marie;Anita;
Clara;;;
Verónica;Manuela;;
Florence;Alicia;;
Marie-Laure;;;
Albertina;;;
Armando;;;
Fabrice;;;
Michaël;;;
Wendy;Moïra;Ute;
Andrée;;;
Candice;;;
Bruno;José;;
Amanda;Katherina;;
Frédéric;;;
Annick;Landry;;
Dylan;Léandre;Jean-Philippe;
Götz;Christian;;
Jean-Luc;;;
Laurent;Bernard;;
Fiona;Elizabeth;Jane;
Ludovic;Ronald;Stanley;
Fabian;;;
Margot;;;
Jacqueline;Kate;;
Alessia;Yolanda;;
Christiane;Danièle;;
Denis;Jacques;Achille;
Anne-Marie;;;
Giulia;Dorina;;
Guillaume;;;
Jonathan;;;
Julie;;;
Kévin;;;
Laurent;;;
Liana;;;
Lilou;Axelle;Vanessa;
Loïca;;;
Maëlle;Danielle;Martine;
Maeva;;;
Mireille;Madeleine;;
Monique;Simone;;
Nicole;Hélène;;
Richard;;;
Roxane;;;
Ruth;;;
Steven;;;
Vincent;Pierre;Joseph;
Xavier;Daniel;Eddy;
Kevin;;;
Samanta;Leïla;;
Félix;André;;
Josiane;;;
Reyhan;;;
Adam;;;
Damien;Henri;Bernard;
Jordan;;;
Julie;;;
Sarah;;;
João;;;
Jean-Robinson;Fortuné;Antonio;
Ismael;;;
Jacques;;;
Andrea;;;
Evelin;Johana;;
Christophe;Fioravante;;
Somnit;;;
Anne;;;
Giorgio;;;
Mary;Cassandra;;
Nathan;;;
Romain;;;
Silvia;;;
Loris;Roland;;
Alix;Marie;Nathalie;
Paul;Eric;Dominique;
Yves;Bernard;Daniel;
Rosmarie;;;
André;;;
Bernard;;;
Colette;Marie;Cécile;
Heinz;Peter;;
Rose;Marie;Jeanne;
Spyridoula;;;
Yoann;;;
Adelheid;;;
Camille;;;
Christian;Walter;;
Claude;Alain;;
Coralie;;;
Dominique;Fernand;;
Frédéric;;;
Isabelle;;;
Jonas;;;
Christiane;Solange;;
Laurie;;;
Léa;;;
Léa;;;
Lionel;;;
Maceo;Evan;;
Marc;;;
Margot;Margarete;Notburga;
Maude;;;
